Pronouncements, 29.2, 31.4, 32.2, 37.1, 37.2, 37.3, 37.7, 37.8, 48.1.2
Engage, 10.7,11.5,13.2,13.3,13.6,26.1,26.2,26.4,26.7,29.3,29.5,31.2,31.2,33,36.1,36.3,37.5,37.6,39.5,39.6,47.6,47.8,51.1,51.3.1,51.4.2, 51.7
Respond, 10.2,10.2,10.4.1,10.6,13.2,13.5.1,15.1,16,23.1,23.2,23.3,30.2,31.1,34,35.2,35.4,37.8,37.9,45.1,45.2,45.4,53.1
Force, 17.1, 18.1, 18.2, 30.2, 42.1, 45.4
